"","bacteria","timepoint",".y.","group1","group2","p","p.format","p.signif","method","p.adj","p.adj.signif","taxa_level"
"974","Porphyromonas","D26","mean","EtOH Male","EtOH Female",0.34577858615116,"0.34578","ns","Wilcoxon",0.69155717230232,"ns","genius"
"975","Porphyromonas","D26","mean","Ctl Female","Ctl Male",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"976","Porphyromonas","D26","mean","Ctl Female","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.69155717230232,"ns","genius"
"977","Porphyromonas","D26","mean","Ctl Male","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.69155717230232,"ns","genius"
"978","Prevotella","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.268217194517038,"ns","genius"
"979","Prevotella","D26","mean","EtOH Male","Ctl Male",0.277974874223793,"0.27797","ns","Wilcoxon",0.41696231133569,"ns","genius"
"980","Prevotella","D26","mean","EtOH Male","EtOH Female",0.878875898060473,"0.87888","ns","Wilcoxon",0.878875898060473,"ns","genius"
"981","Prevotella","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.508452956600152,"ns","genius"
"982","Prevotella","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.268217194517038,"ns","genius"
"983","Prevotella","D26","mean","Ctl Male","EtOH Female",0.18387320155222,"0.18387","ns","Wilcoxon",0.36774640310444,"ns","genius"
"984","Proteus","D26","mean","EtOH Male","Ctl Female",0.527089256865538,"0.52709","ns","Wilcoxon",0.992188790232025,"ns","genius"
"985","Proteus","D26","mean","EtOH Male","Ctl Male",0.727009731456113,"0.72701","ns","Wilcoxon",0.992188790232025,"ns","genius"
"986","Proteus","D26","mean","EtOH Male","EtOH Female",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"987","Proteus","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.992188790232025,"ns","genius"
"988","Proteus","D26","mean","Ctl Female","EtOH Female",0.550984987585094,"0.55098","ns","Wilcoxon",0.992188790232025,"ns","genius"
"989","Proteus","D26","mean","Ctl Male","EtOH Female",0.826823991860021,"0.82682","ns","Wilcoxon",0.992188790232025,"ns","genius"
"990","Pseudomonas","D26","mean","EtOH Male","Ctl Female",0.112831523366711,"0.11283","ns","Wilcoxon",0.225663046733421,"ns","genius"
"991","Pseudomonas","D26","mean","EtOH Male","Ctl Male",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"992","Pseudomonas","D26","mean","EtOH Male","EtOH Female",0.00448801072985385,"0.00449","**","Wilcoxon",0.0269280643791231,"*","genius"
"993","Pseudomonas","D26","mean","Ctl Female","Ctl Male",0.15793931050013,"0.15794","ns","Wilcoxon",0.236908965750195,"ns","genius"
"994","Pseudomonas","D26","mean","Ctl Female","EtOH Female",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"995","Pseudomonas","D26","mean","Ctl Male","EtOH Female",0.0291224969714189,"0.02912","*","Wilcoxon",0.0873674909142568,"ns","genius"
"996","Pumilibacter","D26","mean","EtOH Male","Ctl Female",0.0210274842466082,"0.02103","*","Wilcoxon",0.0262843553082602,"*","genius"
"997","Pumilibacter","D26","mean","EtOH Male","Ctl Male",0.0210274842466082,"0.02103","*","Wilcoxon",0.0262843553082602,"*","genius"
"998","Pumilibacter","D26","mean","EtOH Male","EtOH Female",0.133430046810714,"0.13343","ns","Wilcoxon",0.133430046810714,"ns","genius"
"999","Pumilibacter","D26","mean","Ctl Female","EtOH Female",0.0154987465224652,"0.01550","*","Wilcoxon",0.0262843553082602,"*","genius"
"1000","Pumilibacter","D26","mean","Ctl Male","EtOH Female",0.0154987465224652,"0.01550","*","Wilcoxon",0.0262843553082602,"*","genius"
"1001","Romboutsia","D26","mean","EtOH Male","Ctl Female",0.00155400155400155,"0.00155","**","Wilcoxon",0.00186480186480186,"**","genius"
"1002","Romboutsia","D26","mean","EtOH Male","Ctl Male",0.00155400155400155,"0.00155","**","Wilcoxon",0.00186480186480186,"**","genius"
"1003","Romboutsia","D26","mean","EtOH Male","EtOH Female",8.22706705059646e-05,"8.2e-05","****","Wilcoxon",0.000493624023035788,"***","genius"
"1004","Romboutsia","D26","mean","Ctl Female","Ctl Male",0.0158730158730159,"0.01587","*","Wilcoxon",0.0158730158730159,"*","genius"
"1005","Romboutsia","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.00186480186480186,"**","genius"
"1006","Romboutsia","D26","mean","Ctl Male","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.00186480186480186,"**","genius"
"1007","Rothia","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.268217194517038,"ns","genius"
"1008","Rothia","D26","mean","EtOH Male","Ctl Male",0.277974874223793,"0.27797","ns","Wilcoxon",0.41696231133569,"ns","genius"
"1009","Rothia","D26","mean","EtOH Male","EtOH Female",0.799502808501881,"0.79950","ns","Wilcoxon",0.799502808501881,"ns","genius"
"1010","Rothia","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.508452956600152,"ns","genius"
"1011","Rothia","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.268217194517038,"ns","genius"
"1012","Rothia","D26","mean","Ctl Male","EtOH Female",0.237497325396151,"0.23750","ns","Wilcoxon",0.41696231133569,"ns","genius"
"1013","Schaalia","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.268217194517038,"ns","genius"
"1014","Schaalia","D26","mean","EtOH Male","Ctl Male",0.358631820103184,"0.35863","ns","Wilcoxon",0.508452956600152,"ns","genius"
"1015","Schaalia","D26","mean","EtOH Male","EtOH Female",0.959486386565679,"0.95949","ns","Wilcoxon",0.959486386565679,"ns","genius"
"1016","Schaalia","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.508452956600152,"ns","genius"
"1017","Schaalia","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.268217194517038,"ns","genius"
"1018","Schaalia","D26","mean","Ctl Male","EtOH Female",0.375645000908265,"0.37565","ns","Wilcoxon",0.508452956600152,"ns","genius"
"1019","Schaedlerella","D26","mean","EtOH Male","Ctl Female",0.527089256865538,"0.52709","ns","Wilcoxon",0.632507108238646,"ns","genius"
"1020","Schaedlerella","D26","mean","EtOH Male","Ctl Male",0.907360366741497,"0.90736","ns","Wilcoxon",0.907360366741497,"ns","genius"
"1021","Schaedlerella","D26","mean","EtOH Male","EtOH Female",0.0236750773866502,"0.02368","*","Wilcoxon",0.0968116011847729,"ns","genius"
"1022","Schaedlerella","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.632507108238646,"ns","genius"
"1023","Schaedlerella","D26","mean","Ctl Female","EtOH Female",0.0322705337282576,"0.03227","*","Wilcoxon",0.0968116011847729,"ns","genius"
"1024","Schaedlerella","D26","mean","Ctl Male","EtOH Female",0.0875259210800513,"0.08753","ns","Wilcoxon",0.175051842160103,"ns","genius"
"1025","Selenomonas","D26","mean","EtOH Male","Ctl Female",0.165790199575059,"0.16579","ns","Wilcoxon",0.365587112453678,"ns","genius"
"1026","Selenomonas","D26","mean","EtOH Male","Ctl Male",0.165790199575059,"0.16579","ns","Wilcoxon",0.365587112453678,"ns","genius"
"1027","Selenomonas","D26","mean","EtOH Male","EtOH Female",0.219352267472207,"0.21935","ns","Wilcoxon",0.365587112453678,"ns","genius"
"1028","Selenomonas","D26","mean","Ctl Female","EtOH Female",0.550984987585094,"0.55098","ns","Wilcoxon",0.550984987585094,"ns","genius"
"1029","Selenomonas","D26","mean","Ctl Male","EtOH Female",0.550984987585094,"0.55098","ns","Wilcoxon",0.550984987585094,"ns","genius"
"1030","Serratia","D26","mean","EtOH Male","Ctl Female",0.294952935439746,"0.29495","ns","Wilcoxon",0.49158822573291,"ns","genius"
"1031","Serratia","D26","mean","EtOH Male","Ctl Male",1,"1.00000","ns","Wilcoxon",1,"ns","genius"
"1032","Serratia","D26","mean","EtOH Male","EtOH Female",0.144216824356787,"0.14422","ns","Wilcoxon",0.49158822573291,"ns","genius"
"1033","Serratia","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.529638496458492,"ns","genius"
"1034","Serratia","D26","mean","Ctl Male","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.49158822573291,"ns","genius"
"1035","Solobacterium","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.536434389034076,"ns","genius"
"1036","Solobacterium","D26","mean","EtOH Male","Ctl Male",0.277974874223793,"0.27797","ns","Wilcoxon",0.555949748447586,"ns","genius"
"1037","Solobacterium","D26","mean","EtOH Male","EtOH Female",0.706128830204825,"0.70613","ns","Wilcoxon",0.706128830204825,"ns","genius"
"1038","Solobacterium","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.604926184131613,"ns","genius"
"1039","Solobacterium","D26","mean","Ctl Female","EtOH Female",0.194047208716884,"0.19405","ns","Wilcoxon",0.555949748447586,"ns","genius"
"1040","Solobacterium","D26","mean","Ctl Male","EtOH Female",0.504105153443011,"0.50411","ns","Wilcoxon",0.604926184131613,"ns","genius"
"1041","Sphingomonas","D26","mean","EtOH Male","Ctl Female",0.724164724164724,"0.72416","ns","Wilcoxon",0.868997668997669,"ns","genius"
"1042","Sphingomonas","D26","mean","EtOH Male","Ctl Male",0.170940170940171,"0.17094","ns","Wilcoxon",0.341880341880342,"ns","genius"
"1043","Sphingomonas","D26","mean","EtOH Male","EtOH Female",0.672974084738791,"0.67297","ns","Wilcoxon",0.868997668997669,"ns","genius"
"1044","Sphingomonas","D26","mean","Ctl Female","Ctl Male",0.150793650793651,"0.15079","ns","Wilcoxon",0.341880341880342,"ns","genius"
"1045","Sphingomonas","D26","mean","Ctl Female","EtOH Female",0.898101898101898,"0.89810","ns","Wilcoxon",0.898101898101898,"ns","genius"
"1046","Sphingomonas","D26","mean","Ctl Male","EtOH Female",0.0829170829170829,"0.08292","ns","Wilcoxon",0.341880341880342,"ns","genius"
"1047","Sporofaciens","D26","mean","EtOH Male","Ctl Female",0.0652680652680653,"0.06527","ns","Wilcoxon",0.0979020979020979,"ns","genius"
"1048","Sporofaciens","D26","mean","EtOH Male","Ctl Male",0.621600621600622,"0.62160","ns","Wilcoxon",0.621600621600622,"ns","genius"
"1049","Sporofaciens","D26","mean","EtOH Male","EtOH Female",0.000630636059809067,"0.00063","***","Wilcoxon",0.0037838163588544,"**","genius"
"1050","Sporofaciens","D26","mean","Ctl Female","Ctl Male",0.150793650793651,"0.15079","ns","Wilcoxon",0.180952380952381,"ns","genius"
"1051","Sporofaciens","D26","mean","Ctl Female","EtOH Female",0.00331872366133435,"0.00332","**","Wilcoxon",0.00663744732266871,"**","genius"
"1052","Sporofaciens","D26","mean","Ctl Male","EtOH Female",0.00331872366133435,"0.00332","**","Wilcoxon",0.00663744732266871,"**","genius"
"1053","Staphylococcus","D26","mean","EtOH Male","Ctl Female",0.832944832944833,"0.83294","ns","Wilcoxon",0.832944832944833,"ns","genius"
"1054","Staphylococcus","D26","mean","EtOH Male","Ctl Male",0.0932400932400932,"0.09324","ns","Wilcoxon",0.114285714285714,"ns","genius"
"1055","Staphylococcus","D26","mean","EtOH Male","EtOH Female",0.000329082682023858,"0.00033","***","Wilcoxon",0.00197449609214315,"**","genius"
"1056","Staphylococcus","D26","mean","Ctl Female","Ctl Male",0.0952380952380952,"0.09524","ns","Wilcoxon",0.114285714285714,"ns","genius"
"1057","Staphylococcus","D26","mean","Ctl Female","EtOH Female",0.000999000999000999,"0.00100","***","Wilcoxon",0.002997002997003,"**","genius"
"1058","Staphylococcus","D26","mean","Ctl Male","EtOH Female",0.028971028971029,"0.02897","*","Wilcoxon",0.0579420579420579,"ns","genius"
"1059","Stenotrophomonas","D26","mean","EtOH Male","Ctl Female",0.294952935439746,"0.29495","ns","Wilcoxon",0.49158822573291,"ns","genius"
"1060","Stenotrophomonas","D26","mean","EtOH Male","Ctl Male",0.766489703676823,"0.76649","ns","Wilcoxon",0.766489703676823,"ns","genius"
"1061","Stenotrophomonas","D26","mean","EtOH Male","EtOH Female",0.144216824356787,"0.14422","ns","Wilcoxon",0.49158822573291,"ns","genius"
"1062","Stenotrophomonas","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.529638496458492,"ns","genius"
"1063","Stenotrophomonas","D26","mean","Ctl Male","EtOH Female",0.233037982273905,"0.23304","ns","Wilcoxon",0.49158822573291,"ns","genius"
"1064","Streptococcus","D26","mean","EtOH Male","Ctl Female",0.00310800310800311,"0.00311","**","Wilcoxon",0.0186480186480186,"*","genius"
"1065","Streptococcus","D26","mean","EtOH Male","Ctl Male",0.170940170940171,"0.17094","ns","Wilcoxon",0.205128205128205,"ns","genius"
"1066","Streptococcus","D26","mean","EtOH Male","EtOH Female",0.4234471410942,"0.42345","ns","Wilcoxon",0.4234471410942,"ns","genius"
"1067","Streptococcus","D26","mean","Ctl Female","Ctl Male",0.00793650793650794,"0.00794","**","Wilcoxon",0.0238095238095238,"*","genius"
"1068","Streptococcus","D26","mean","Ctl Female","EtOH Female",0.018981018981019,"0.01898","*","Wilcoxon",0.037962037962038,"*","genius"
"1069","Streptococcus","D26","mean","Ctl Male","EtOH Female",0.0829170829170829,"0.08292","ns","Wilcoxon",0.124375624375624,"ns","genius"
"1070","Turicibacter","D26","mean","EtOH Male","Ctl Female",0.00113536366616437,"0.00114","**","Wilcoxon",0.00170304549924655,"**","genius"
"1071","Turicibacter","D26","mean","Ctl Female","Ctl Male",0.00749495751693525,"0.00749","**","Wilcoxon",0.00749495751693525,"**","genius"
"1072","Turicibacter","D26","mean","Ctl Female","EtOH Female",0.000629506949914766,"0.00063","***","Wilcoxon",0.00170304549924655,"**","genius"
"1073","Veillonella","D26","mean","EtOH Male","Ctl Female",0.0894057315056793,"0.08941","ns","Wilcoxon",0.268217194517038,"ns","genius"
"1074","Veillonella","D26","mean","EtOH Male","Ctl Male",0.277974874223793,"0.27797","ns","Wilcoxon",0.451979757720961,"ns","genius"
"1075","Veillonella","D26","mean","EtOH Male","EtOH Female",0.799502808501881,"0.79950","ns","Wilcoxon",0.799502808501881,"ns","genius"
"1076","Veillonella","D26","mean","Ctl Female","Ctl Male",0.423710797166793,"0.42371","ns","Wilcoxon",0.508452956600152,"ns","genius"
"1077","Veillonella","D26","mean","Ctl Female","EtOH Female",0.0622268952200788,"0.06223","ns","Wilcoxon",0.268217194517038,"ns","genius"
"1078","Veillonella","D26","mean","Ctl Male","EtOH Female",0.301319838480641,"0.30132","ns","Wilcoxon",0.451979757720961,"ns","genius"
